"school_address","school_id","school_name","rating","user_ratings_total","school_latitude","school_longitude","city"
"Storey Ave, Forest Lake, Hamilton 3200, New Zealand","8d3a30816c51c63b4ffa646e1b9ca09c0997929a","Forest Lake School",4,10,-37.7706903,175.2557544,"Hamilton"
"38 Willoughby St, Whitiora, Hamilton 3200, New Zealand","665a9b7c65b51ee92150dabb46ec1a5f1e13804d","Whitiora School",3.4,7,-37.7798438,175.2707706,"Hamilton"
"Deanwell Ave, Deanwell, Hamilton 3206, New Zealand","f834c651c4cbd167ab2b002ee6ae06b2192b95b6","Deanwell School",4.2,19,-37.820006,175.2756083,"Hamilton"
"Pukete Rd, Pukete, Hamilton 3200, New Zealand","f7e9ed60b19dad8267f49e4c397a3c7e5e9947cc","Pukete School",4.8,4,-37.745344,175.240377,"Hamilton"
"88 Clarkin Rd, Fairfield, Hamilton 3214, New Zealand","648a09350aee1ec9eb7ab7996a543e035fe2c060","St Joseph's Catholic School, Fairfield",4,4,-37.7671776,175.274349,"Hamilton"
"20 Patricia Ave, Hamilton East, Hamilton 3216, New Zealand","05dd2e5a4eb185a2c9d9a37420b7da47f3697901","Patricia Avenue School",2,4,-37.786149,175.301504,"Hamilton"
"36 Cunningham Rd, Beerescourt, Hamilton 3200, New Zealand","a4268d4a6053642564018af671c8f3523113137e","Vardon School",5,5,-37.763398,175.256938,"Hamilton"
"7 Rhode St, Dinsdale, Hamilton 3204, New Zealand","e4d4e86926bfb095d4a5ac2b95f5cb2f20012c74","Rhode Street School",4.3,3,-37.79895,175.252536,"Hamilton"
"134 Rotokauri Rd, Baverstock, Hamilton 3289, New Zealand","91df240b011c2b18b76fe8589895e01b906b950e","Nga Taiatea Wharekura",5,1,-37.7676078,175.2314887,"Hamilton"
"5 Vardon Rd, Te Rapa, Hamilton 3200, New Zealand","1d73ce0f973bb8569ed8445d0b8fbcb36dd7306b","St Peter Chanel Catholic School (Te Rapa)",3.2,6,-37.763691,175.2532304,"Hamilton"
"60 Northgate, Strandon, New Plymouth 4312, New Zealand","8b571524ec9d179b8b1511d337181e612bad68ae","New Plymouth Girls' High School",3.7,6,-39.0554496,174.0953463,"New Plymouth"
"107 Coronation Ave, Welbourn, New Plymouth 4310, New Zealand","4edcb0d50ba1e306110b66a095c955d3807a48df","New Plymouth Boys' High School",3.7,11,-39.0614582,174.0861751,"New Plymouth"
"9 Pukaka St, Strandon, New Plymouth 4312, New Zealand","3eccf7a85c117b787f94122a715693b615a6c845","Sacred Heart Girls' College (New Plymouth)",3.2,15,-39.0530798,174.1021297,"New Plymouth"
"177 South Rd, Spotswood, New Plymouth 4310, New Zealand","1ec1895c426de93c61091dd13ecdbb014eaf1772","Spotswood Primary School",5,3,-39.0732681,174.0340251,"New Plymouth"
"502 Mangorei Rd, Highlands Park, New Plymouth 4312, New Zealand","61c3ac0d386749703ed4cf558a65aedc51dc5f18","Mangorei School",0,0,-39.0896929,174.1067312,"New Plymouth"
"260A Coronation Ave, Welbourn, New Plymouth 4310, New Zealand","c11b75c53350ac35b9c3876d4e154a9ce5f412a1","Highlands Intermediate School",4.3,18,-39.0738653,174.0894493,"New Plymouth"
"75-81 Dorset Ave, Lynmouth, New Plymouth 4310, New Zealand","08b855e2befc95a5cf7fb731f0ac98696dbec28b","New Plymouth Montessori School",4,1,-39.0658308,174.0564334,"New Plymouth"
"400 Devon St W, Lynmouth, New Plymouth 4310, New Zealand","e177f1adef1ad180fd7a1a7cd144471c0821fe0b","Devon Intermediate",3.1,12,-39.0624597,174.0527539,"New Plymouth"
"21 Clinton St, Fitzroy, New Plymouth 4312, New Zealand","e393a960d803d72c5054a5787b20f72cac3705fa","St John Bosco School",5,2,-39.0514972,174.1021112,"New Plymouth"
"Kauri St, Merrilands, New Plymouth 4312, New Zealand","d7340a35f6995219f29a6ec141cf25a65037f1a6","Merrilands School",4.7,3,-39.0634194,174.1037696,"New Plymouth"
"201 Tukapa St, Westown, New Plymouth 4310, New Zealand","8141f80a2444f03504ecc8679deff9b5a1abc988","Francis Douglas Memorial College",4,20,-39.0810402,174.0533066,"New Plymouth"
"129 South Rd, Spotswood, New Plymouth 4310, New Zealand","c88987585e7b5f0ecf29dfa78464b5e1bffdfb60","Spotswood College NP",4.3,13,-39.0730232,174.0372286,"New Plymouth"
"Sanders Ave, Westown, New Plymouth 4310, New Zealand","d4461e7bbf6dd3f3c0ca2d3275f52f885cdedff1","Westown School",3.7,3,-39.0721164,174.0639825,"New Plymouth"
"40 Lemon St, New Plymouth 4310, New Zealand","76a2ed0da9b9ab221556133a47875a1d63b95c79","Central School",4.4,11,-39.0597553,174.0793359,"New Plymouth"
"37 Huatoki St, Vogeltown, New Plymouth 4310, New Zealand","68d0c4f25ae382fc0440b29514adc34e7ac8f9e1","Vogeltown School",4.3,9,-39.0794099,174.078168,"New Plymouth"
"31 Bell Block Ct, Bell Block, New Plymouth 4312, New Zealand","77f92007b8d8a39a366f27760e4c593edecdd0c4","Bell Block School",4.6,9,-39.0353163,174.144149,"New Plymouth"
"Bonithon Ave, Moturoa, New Plymouth 4310, New Zealand","668439d995773e52b7bb043d5926cb8f2184aa02","West End School",4.5,8,-39.061979,174.0560567,"New Plymouth"
"Dillon Dr, Bell Block, New Plymouth 4373, New Zealand","c393e0f63cc6db7802c901495642f0d9ed0f4507","Puketapu School",3.5,6,-39.0250604,174.1510971,"New Plymouth"
"Moturoa, New Plymouth 4310, New Zealand","e1130c67a4adc7e94445c38b2c59202e7ad6ba8d","Moturoa School",5,1,-39.0640603,174.0360326,"New Plymouth"
"Brois St, Frankleigh Park, New Plymouth 4310, New Zealand","7fd25cf5bc56e76435e5bae1836fd71c9b01ca64","Woodleigh School",4.3,11,-39.0819497,174.0659638,"New Plymouth"
"357 Tukapa St, Hurdon, New Plymouth 4371, New Zealand","ccf5da5ce5ac17823231a515ef9e4122bee14b8f","Frankley School",4.2,10,-39.0900191,174.0576651,"New Plymouth"
"RD 4 Holloway Rd, New Plymouth 4374, New Zealand","310b2824c102ae4c86032d46719aa3047aaad87f","Omata School",5,1,-39.0935156,174.0199095,"New Plymouth"
"41a Calvert Rd, Moturoa, New Plymouth 4310, New Zealand","af45d33e07d0b0393c85c8102dc0cc2bbdf1ec35","St Joseph's Catholic School",4.8,4,-39.0630413,174.0514328,"New Plymouth"
"120 Brooklands Rd, Brooklands, New Plymouth 4310, New Zealand","b28d8410fe9bac0d974aacdbe0dd39fbb1d558e3","St Pius X School",5,4,-39.0754973,174.0826372,"New Plymouth"
"Arawa St, Welbourn, New Plymouth 4312, New Zealand","3d486a75ff98ab5d9b818c79f0b3b38e9ee29c81","Welbourn School",4.3,4,-39.0716443,174.0930351,"New Plymouth"
"Barriball St, Fitzroy, New Plymouth 4312, New Zealand","bc41363a0e63d0b008d1ef1558a710e3d38c57d9","Fitzroy Primary School",5,5,-39.0479769,174.1031012,"New Plymouth"
"41 Saxton Rd, Upper Vogeltown, Rd 1 4371, New Zealand","b1717e4167afc9f42284802e3699a4df6e904c2d","New Plymouth S D A School",0,0,-39.0861878,174.0892585,"New Plymouth"
"131 South Rd, Spotswood, New Plymouth 4310, New Zealand","3dcd20c945ddff32dce596b2e7bd8fcdd7ee1a0f","Te Pi'ipi'inga Kakano Mai I Rangiatea Kura Kaupapa Maori",4.5,2,-39.0708821,174.0362539,"New Plymouth"
"10 Endeavour St, Marfell, New Plymouth 4310, New Zealand","20240d59f3558676658b91895a94fbf920ebc777","Marfell Community School",4.2,5,-39.0756266,174.0444767,"New Plymouth"
"Elizabeth Pl, Frankleigh Park, New Plymouth 4310, New Zealand","958731fb44fdfdf6a47375b52ee0c993abdc05c2","Woodleigh Primary School",5,1,-39.0825726,174.0658379,"New Plymouth"
"24 Sackville St, Fitzroy, New Plymouth 4312, New Zealand","c28d26ee4d988c4ad538f44061529eec7d55f9a5","Fitzroy Kindergarten",5,1,-39.0468976,174.1009271,"New Plymouth"
"Pioneer Rd, Moturoa, New Plymouth 4310, New Zealand","cbd2b6a8657016fa682c82b08d2694412ecddb92","Moturoa Primary & Montessori School",5,1,-39.0645815,174.0354109,"New Plymouth"
"411 St Aubyn St, Moturoa, New Plymouth 4310, New Zealand","90175637926b4a6d73d8be9489e629c30ef94a34","Devon Kindergarten",0,0,-39.0609865,174.051264,"New Plymouth"
"357 Tukapa St, Westown, New Plymouth 4371, New Zealand","604367d638f7a73acbd97a20ad6bc1c81f4dbe68","Kahikatea Kindergarten Hurdon",0,0,-39.0912391,174.0562622,"New Plymouth"
"5 Cracroft St, Welbourn, New Plymouth 4310, New Zealand","8410ece4eff2ddd6fe8dd272fb14ca9cc02a24b4","Piccolo Preschool",5,2,-39.0634193,174.0877136,"New Plymouth"
"219 St Aubyn St, New Plymouth 4310, New Zealand","bfeb973c01b7461b01e825c525f933f4a767da13","MindPlus Taranaki",0,0,-39.0588205,174.0623749,"New Plymouth"
"49 Lismore St, Merrilands, New Plymouth 4312, New Zealand","053cbe69da4962c413f9363039d947ba4a8cfc2e","Merrilands Kindergarten",4,4,-39.0601322,174.1011646,"New Plymouth"
"147 Govett Ave, Frankleigh Park, New Plymouth 4310, New Zealand","0e06abc2c339de843e499e7ff2facc8db19d5257","Frankleigh Park Free Kindergarten",0,0,-39.0878784,174.0695317,"New Plymouth"
"34 Fillis St, New Plymouth 4310, New Zealand","d5e384e72a1198b4b99e2abaa7d6fb1ee2993f12","Pukekura Kindergarten",0,0,-39.0617993,174.0807945,"New Plymouth"
"22 Upjohn St, Brooklands, New Plymouth 4310, New Zealand","f57e3a520010253a69803c05e2e2934048b9e6f8","Brooklands Kindergarten",0,0,-39.077136,174.086028,"New Plymouth"
"39 Murray St, Bell Block, New Plymouth 4312, New Zealand","c4055f0c6c6a90815065d37ee3290080e7e426b6","Bell Block Pohutukawa Kindergarten",1,1,-39.0334674,174.1466189,"New Plymouth"
"129 South Rd, Spotswood, New Plymouth 4310, New Zealand","b3e28ac4d607650ef53e42d460d7581eb237e545","Spotswood College",0,0,-39.0707214,174.0367546,"New Plymouth"
"3 Parakau Rd, Waiwhakaiho, New Plymouth 4312, New Zealand","959008774afcf739468f1d78e84b259e4a53abb4","Kidszone Preschool",3.8,4,-39.043613,174.13046,"New Plymouth"
"116 Clawton St, Westown, New Plymouth 4310, New Zealand","1988779b8740ed99f60e37035f49aa3166ab42f6","Westown Kindergarten",0,0,-39.0740217,174.0605238,"New Plymouth"
"39 Marama Cres, Spotswood, New Plymouth 4310, New Zealand","dbe1a7c87615e7cf2b7f084aae46f2afdec9df8a","Ngamotu Kindergarten",0,0,-39.0673181,174.0244059,"New Plymouth"
"102 Vivian St, New Plymouth 4310, New Zealand","1b1bc2e93d96ff62feea048f1337f3b879bcb7ca","BestStart Vivian Street childcare",5,1,-39.061703,174.067338,"New Plymouth"
"4 Manu Cres, Upper Vogeltown, New Plymouth 4310, New Zealand","595ff996e8c62ba864d886b35dc10da01453089a","Manu Crescent Private Kindergarten",0,0,-39.0855282,174.0821772,"New Plymouth"
"1 Swans Rd, Bell Block, New Plymouth 4373, New Zealand","36b6af25617424c9e1fb40acd5445c2cf503a16b","Future Kids Preschool New Plymouth",0,0,-39.035715,174.1586007,"New Plymouth"
"2 Cook St, Marfell, New Plymouth 4310, New Zealand","f1d5561207bc6ba0c644eddca6e4fcd48da53c44","Marfell Kindergarten",5,1,-39.0770628,174.0485994,"New Plymouth"
"41 Saxton Rd, Upper Vogeltown, New Plymouth 4371, New Zealand","18c05d67ce06e37519745b0d78d6004da9226333","Country Footsteps Christian Preschool",5,2,-39.086108,174.089953,"New Plymouth"
"10 Barrett Rd, Spotswood, New Plymouth 4310, New Zealand","91d125f13fe5498f333b7172f101effacb9a84e1","Jumpstart Preschool",0,0,-39.0779074,174.0344068,"New Plymouth"
"83 Liardet St, New Plymouth 4310, New Zealand","6f37aade429936b7cddc84a013459b1df8fff45c","YMCA Taranaki Education",0,0,-39.060007,174.077828,"New Plymouth"
"Bank St, Regent, Whangarei 0112, New Zealand","376eaf51b405495fe48e6f38457164c0ebd3082b","Whangarei Primary School",2.4,5,-35.717092,174.321527,"Whangarei"
"1 Lupton Ave, Regent, Whangarei 0112, New Zealand","8a0b9735882a970cff63e69cdc36f4d960b900ed","Whangarei Girls' High School",3.7,15,-35.7145244,174.3199858,"Whangarei"
"Kent Rd, Regent, Whangarei 0112, New Zealand","4cc20a5a6a208352deabefb97233a4e6a4e11d2d","Whangarei Boys High School",2.6,31,-35.715283,174.3180295,"Whangarei"
"194 Corks Rd, Tikipunga, Whangarei 0112, New Zealand","13e3604bb51197db8b4da3d07cf83b5abded7b88","Tikipunga high school",3.2,6,-35.6838481,174.3278133,"Whangarei"
"1 Wilkinson Ave, Kamo, Whangarei 0112, New Zealand","9b56184db7bb2143d38372efe58c1501bb23a1c7","Kamo High School",3.9,13,-35.68482,174.30386,"Whangarei"
"31 Maunu Rd, Woodhill, Whangarei 0110, New Zealand","e80e9fe140156461df4ce06b101fa7d2e806c77d","Blomfield Special School & Resource Centre",4.5,10,-35.7301177,174.3143015,"Whangarei"
"32 Rust Ave, Regent, Whangarei 0110, New Zealand","e7f4c418cfbdf3eda4a538742e2e9e989636cedf","Whangarei Intermediate school",2.9,18,-35.7215493,174.3168856,"Whangarei"
"53A Morningside Rd, Morningside, Whangarei 0110, New Zealand","d539ebe7e1b295a98c3e36e6dc38169a50a299cc","Morningside School",4,5,-35.7341804,174.32232,"Whangarei"
"20 Dip Rd, Kamo, Whangarei 0112, New Zealand","15391ef23da5379501b82cf75e18c7f867e4be0f","Hurupaki School",4,2,-35.6870012,174.288773,"Whangarei"
"1 Percy St, Kensington, Whangarei 0112, New Zealand","8e6af8e976933b317fb825a139fda6690521a665","St Francis Xavier Catholic Primary School",4.2,5,-35.702652,174.314936,"Whangarei"
"64 Murdoch Cres, Raumanga, Whangarei 0110, New Zealand","7fd561f448a24e7fefc53acfd6c5e97c043d301b","Manaia View School",3,2,-35.7468538,174.3025888,"Whangarei"
"6 Three Mile Bush Rd, Kamo, Whangarei 0112, New Zealand","a5ea02ffef7c084c308b485cfc4e2e06002b5a75","Kamo Primary School",3.4,8,-35.6838714,174.2981484,"Whangarei"
"Hailes Rd, Kamo, Whangarei 0112, New Zealand","2362d6d8809b926e5848ca9f31b157d58694ba94","Kamo Intermediate School",4.6,11,-35.6885196,174.303814,"Whangarei"
"48 Raurimu Ave, Onerahi, Whangarei 0110, New Zealand","72ed05d4dcfcaa66e6cf31b57d0efcd11a087a49","Raurimu Avenue School",0,0,-35.7634346,174.3622556,"Whangarei"
"38 Corks Rd, Kamo, Whangarei 0112, New Zealand","9e6313c93fa42149f3aa9012992315a7a0581147","Totara Grove School",5,1,-35.6792642,174.3159081,"Whangarei"
"82 Whau Valley Rd, Whau Valley, Whangarei 0112, New Zealand","511899f9c867ae2072b17c53a5a8805fd2e7bcc8","Whangarei Adventist Christian School",0,0,-35.6960112,174.3074851,"Whangarei"
"2 Tarewa Rd, Morningside, Whangarei 0110, New Zealand","1d768d597128adcbd3d26242273bf4e77a6a5ae0","Christian Renewal School",4,1,-35.730285,174.316498,"Whangarei"
"11 Tania Pl, Tikipunga, Whangarei 0112, New Zealand","6e9a24a1d2f303da02322f5d6a4c2532cf24f282","Tikipunga Primary School",4.3,4,-35.6859882,174.3240822,"Whangarei"
"13 Austin Rd, Maunu, Whangarei 0179, New Zealand","439f189bec28c3c0ed3cab183a62e6902c5c0977","Maunu Primary School",3.7,3,-35.744969,174.2723634,"Whangarei"
"Church St, Onerahi, Whangarei 0110, New Zealand","f45a9234707ba2e28f4b232f930ce5bf4485a67f","Onerahi Primary School",3.6,14,-35.7573664,174.3670198,"Whangarei"
"Hora Hora School, 22 Te Mai Road, Woodhill, Whangarei 0110, New Zealand","b89e11afbc039fd5cd56a070df8c9327ee1d3a2c","Hora Hora Primary School",3.5,6,-35.735943,174.307889,"Whangarei"
"151 Ngunguru Rd, Glenbervie 0173, New Zealand","69e579d166a9186701a6032e99a1e676e781eba4","Glenbervie School",4,3,-35.675464,174.347304,"Whangarei"
"39 Great North Road, Kamo, Whangarei 0112, New Zealand","60da73ec80c4526558fd352300fd9caf70cab572","Excellere College",3.7,9,-35.6690071,174.2966712,"Whangarei"
"42 Vinegar Hill Rd, Tikipunga, Whangarei 0112, New Zealand","9cd4c301c9c7139fffc8d02885753dd2c9a56da1","Te Kura Kaupapa Maori O Te Rawhitiroa",5,1,-35.6774842,174.3263488,"Whangarei"
"191 Lower Dent St, Whangarei, 0110, New Zealand","58f298ca6932dbd41e188c00aec585a06db1a1ec","Te Kura Hourua o Whangarei Terenga Paraoa",0,0,-35.7283031,174.3308713,"Whangarei"
"17 Moody Ave, Whau Valley, Whangarei 0112, New Zealand","7728b59d33b5c3c9e7b4fa50f41be9a9091a4a27","Whau Valley School & Mokopuna Ki Whau Valley Early Childhood Education and Care Centre",4.3,3,-35.700528,174.315744,"Whangarei"
"6b Herekino St, Whangarei, 0110, New Zealand","ee4b42a974840a3546ff98d4ddc417f72c713b01","Northland Playcentre Association",0,0,-35.7282367,174.3275822,"Whangarei"
"1 Church St, Onerahi, Whangarei 0110, New Zealand","a8124ae870ac3d8d12f42d043183d59d1950e3d4","Onerahi Playcentre",0,0,-35.7576101,174.3680103,"Whangarei"
"William Jones Dr, Otangarei, Whangarei 0112, New Zealand","8d06142e4399207a9b495561a12e0f33dfdc6338","Otangarei Primary School",5,2,-35.6951675,174.3204653,"Whangarei"
"2 Colenso St, Kamo, Whangarei 0112, New Zealand","e3de39f11f05b5ad52fd501e7fadc4dccbddf735","Northland Kindergarten Association",0,0,-35.6807458,174.3076256,"Whangarei"
"71 Apotu Rd, Kauri 0185, New Zealand","a4a7c07ff48a078ffce8ab487b66ac785dd13f82","Kaurihohore School",3,2,-35.6434563,174.289431,"Whangarei"
"215 Kiripaka Rd, Tikipunga, Whangarei 0112, New Zealand","88fb3eeff31d3d9e55ce681dd55e1b5c0144cfaf","Forest View Kindergarten",4,1,-35.6845226,174.3296421,"Whangarei"
"152 Bank St, Regent, Whangarei 0110, New Zealand","dfdedb0854da513e5e07854d24decafc219ec70b","Kereru Kindy Whangarei",5,3,-35.7189258,174.3216427,"Whangarei"
"6 Bayswater Pl, Onerahi, Whangarei 0110, New Zealand","9ee9141a13b7fe536a1bac0c592d361d6b591f41","Onerahi Kindergarten",4,2,-35.751852,174.371487,"Whangarei"
"Lupton Ave, Kensington, Whangarei 0112, New Zealand","28e89acb9259268ce176b7b2f0ae57800cbbfbcc","Whangarei Fellowship (Girls High School)",0,0,-35.7118759,174.3192769,"Whangarei"
"Matarau Rd, Kamo, Whangarei 0185, New Zealand","c323e68179d28997f1d35c570d22e63238de64ff","Matarau School",5,5,-35.6579625,174.2222808,"Whangarei"
"460 Maunu Rd, Maunu, Whangarei 0110, New Zealand","916f3b97fabdc160dc3e7aa6faa11e063586fb4c","BestStart Maunu Village",5,4,-35.740183,174.281553,"Whangarei"
"31 Ogle Cres, Kamo, Whangarei 0112, New Zealand","50b8b853b442a8e7b136108e97712906fbc73393","Back2Nature Childcare",0,0,-35.6774706,174.3030672,"Whangarei"
"436 Maunu Rd, Horahora, Whangarei 0110, New Zealand","d17b2eb25c5b8c312abe202ff396076c40492e5a","Stand Children's Services Northern _Education Unit",0,0,-35.738728,174.28275,"Whangarei"
"475 State Highway 14, Maunu, Whangarei 0179, New Zealand","659f6fad53e44f11dee667739205f7cec0409bd0","Pompallier Catholic College",3.7,20,-35.7459304,174.2759412,"Whangarei"
"8 Tania Pl, Tikipunga, Whangarei 0112, New Zealand","402e21aff054faf25b8671bbaae06c78ee58d1ff","Tikipunga Kindergarten",5,1,-35.6859141,174.3250907,"Whangarei"
"153A Bank St, Regent, Whangarei 0112, New Zealand","a8a6bfb0724dce0d4d4b03a152c5312a00428c0b","Big Steps Early Learning Centre",0,0,-35.7177485,174.321577,"Whangarei"
"13 Murdoch Cres, Raumanga, Whangarei 0110, New Zealand","55d2780497c0e2224f890d50ab52f515ea27e9e4","Raumanga Kindergarten",0,0,-35.7438716,174.3043713,"Whangarei"
"64 Murdoch Cres, Raumanga, Whangarei 0110, New Zealand","0513347fdb39875667af8ca5947eccc67bdd400b","Raumanga Middle School",0,0,-35.7453978,174.3026404,"Whangarei"
"51 Raumanga Valley Rd, Raumanga, Whangarei 0110, New Zealand","3ec0b2b2c5a9f1bf20554ded4d53d1858438bb2b","NorthTec | Tai Tokerau Wananga",4.9,7,-35.741074,174.305344,"Whangarei"
"63 Station Road, Kamo, Whangarei 0112, New Zealand","f0bc5c2779babf7e80d80de4b7145ac904c9d7dc","Smart Start Preschool",5,1,-35.6798983,174.3088573,"Whangarei"
"38 Kohe St, Parahaki, Whangarei 0112, New Zealand","ade5942865d0a76deb5cc38b32196af342a9dc16","Parahaki Kindergarten",0,0,-35.72598,174.34384,"Whangarei"
"45 Waverley St, Onerahi, Sherwood Rise 0110, New Zealand","a0aadcb5eca6e2945890f3dcd3fa8dade29196d8","Simply Kids Preschool",5,1,-35.7549516,174.3641127,"Whangarei"
"83 Fourth Ave, Woodhill, Whangarei 0110, New Zealand","2cb6e133c06541b02dfb776400d99eab3af5dd72","Avenues EduCare",5,1,-35.7293756,174.3068363,"Whangarei"
"10 Portland School Rd, Portland 0178, New Zealand","d72f4c4ce56d1db3e06e16cc24c0b9a99249dd46","Portland School",3.7,3,-35.7988081,174.3264299,"Whangarei"
"12 Gumdigger Pl, Raumanga, Whangarei 0110, New Zealand","47fa8ce80a2d1e2c96d4291c54ceec128ee0848e","Christopher & Robin Early Childhood Centre",4.5,2,-35.7509892,174.3116906,"Whangarei"
"70 Nile St, Nelson, 7010, New Zealand","9b83f4c70a7d79dc9c379aa94376adc5f303320f","Nelson Central School",4.4,5,-41.277306,173.289434,"Nelson"
"67 Waimea Rd, Nelson South, Nelson 7010, New Zealand","c16803737632ebae02730d8d5a33ee984a646428","Nelson College",3.7,12,-41.2857747,173.2764507,"Nelson"
"601 Main Rd, Stoke, Nelson 7011, New Zealand","581c8c87a00c870fd8426c954d8a13d47799f7db","Stoke School",2.3,4,-41.3161264,173.2305443,"Nelson"
"250 Hampden St, Nelson South, Nelson 7010, New Zealand","57fd8694a530d5a6027356969cd78b8eefaad5e7","Hampden Street School",3.3,7,-41.2840361,173.2772662,"Nelson"
"111 Haven Rd, Stepneyville, Nelson 7010, New Zealand","253d0b0b1de09a2e75b2fce4f4f907f7394224cb","Auckland Point School",3.3,3,-41.2683839,173.2780698,"Nelson"
"112 Tipahi St, Nelson South, Nelson 7010, New Zealand","8f82add8dad8ed062ef6af71f1a325aca44cecaa","Nelson Intermediate School",3.1,15,-41.2893588,173.2679903,"Nelson"
"69 Muritai St, Tahunanui, Nelson 7011, New Zealand","fe7a14ce48d074b8c0993e4e93c441cc10cd98a5","Tahunanui School",4.7,3,-41.2866409,173.2453108,"Nelson"
"15 Durham St, Stoke, Nelson 7011, New Zealand","9960720ddf3171f8d4c7893921971c5bd649e9f8","Birchwood School",3,2,-41.3061622,173.2248355,"Nelson"
"10 The Ridgeway, Wakatu, Nelson 7011, New Zealand","12433aa65a7849cc261389a8d0ff57671e50a3d9","Enner Glynn School",4.5,4,-41.305049,173.254605,"Nelson"
"Stoke, Nayland 7011, New Zealand","aa0d34e5681d7ea7e25d1eee29c9024e6cc022ef","Nayland Primary School",3.5,6,-41.307646,173.232022,"Nelson"
"93 Tasman St, Nelson, Maitai 7010, New Zealand","c050d540ac370855a5a5a6bee62a28b8d435ee28","Maitai School",0,0,-41.273656,173.291634,"Nelson"
"214 Vanguard St, Nelson South, Nelson 7010, New Zealand","811ac4c318b0dddaf87cf5de319c2d7139721d33","Victory Primary School",3.8,4,-41.2838219,173.269657,"Nelson"
"67 Waimea Rd, Nelson South, Nelson 7010, New Zealand","c10f4d6c40c2b043657cf395cc280cbd93c03aba","Nelson College Preparatory School",3.7,6,-41.2865803,173.2762079,"Nelson"
"888 Atawhai Dr, Marybank, Nelson 7010, New Zealand","2e969db2e7581877318100eb881974024d40f1c0","Clifton Terrace School",3.4,5,-41.2243104,173.3222808,"Nelson"
"193 Nayland Rd, Stoke, Nayland 7011, New Zealand","24eb7ab25d72fc5489929d11aea2477745fa3b1d","Broadgreen Intermediate",4,4,-41.306198,173.232428,"Nelson"
"1/18 Manuka St, Nelson, 7010, New Zealand","564df6d31947a169d9cc2a1bae24ceaad5875ae4","St Joseph's School Nelson",4.3,7,-41.279286,173.288394,"Nelson"
"400 Trafalgar St S, Nelson, 7010, New Zealand","383274a33b24c0ea6a59527ebac9a5e3a350f380","Nelson College for Girls",2.8,8,-41.2788199,173.2833988,"Nelson"
"1 Atarau Way, Tahunanui, Nelson 7011, New Zealand","accf9c10b6aef1962a5c6dd31bee7b8d81435866","Sail Nelson Sailing School",0,0,-41.2637045,173.2787533,"Nelson"
"87 Atawhai Dr, Atawhai, Nelson 7010, New Zealand","83ebbd220674a3e8afa062d10b3dc33b14b251e5","Nelson Montessori Pre-School",0,0,-41.262282,173.297914,"Nelson"
"166 Nayland Rd, Stoke, Nelson 7011, New Zealand","da70000afaf4acd70e4b33684a8f123f77b596d9","Nayland College",4.3,24,-41.3054124,173.2321389,"Nelson"
"156 Toi Toi St, Nelson South, Nelson 7010, New Zealand","435b8c2ce6f9d634564e857a6e533f7c54712152","YMCA Nelson",5,2,-41.2812594,173.2703344,"Nelson"
"61 Marlowe St, Stoke, Nelson 7011, New Zealand","eed21d1fec255b9992ac8b1ff787da15fbd140af","Stoke Montessori Pre-School",0,0,-41.3157631,173.2246837,"Nelson"
"39 Tukuka St, Nelson South, Nelson 7010, New Zealand","bc125f0cea9e1c71c53511cb68022c65d96c783d","Kauri Montessori",5,1,-41.2906707,173.26951,"Nelson"
"150A Waimea Rd, Nelson South, Nelson 7010, New Zealand","b683c1124278da566925d037da5587c1f4faa544","Nelson South Kindergarten",5,2,-41.2920434,173.2689721,"Nelson"
"21 Ranui Rd, Stoke, Nelson 7011, New Zealand","449323e86758c7a3fa5dee1aa9a49588ad2c7656","Stoke Kindergarten",5,1,-41.3164141,173.2346153,"Nelson"
"8 Enner Glynn Rd, Enner Glynn, Nelson 7011, New Zealand","795bf63c923b5558192bcd99ae0749a66320f45b","Enner Glynn Playcentre",0,0,-41.3057242,173.2564444,"Nelson"
"145 Collingwood St, Nelson, 7010, New Zealand","1348e4b892408d84ffb8ba57d9d701e91dce5966","Christchurch College Of Education - Nelson Campus",0,0,-41.2759828,173.2870876,"Nelson"
"390 Main Rd, Stoke, Nelson 7011, New Zealand","0f8438f9d6ca60d9f9060b4ad6f9011181c6e3a4","The Children's Garden",5,1,-41.3059949,173.240497,"Nelson"
"56 William St, Richmond 7020, New Zealand","a16550d652de029156c77359647c7f5cca6661fa","Henley School",4.5,11,-41.3419671,173.1941961,"Nelson"
"49 Tipahi St, Nelson South, Nelson 7010, New Zealand","ac53d68913adcc4c1b556b0d26abfbdea48ad440","Healthkids Preschool",5,2,-41.2859926,173.2713814,"Nelson"
"233 Rutherford St, Nelson South, Nelson 7010, New Zealand","6496f8dc7eca103cc98a11226b1c0857ec4cd682","Rutherford Street Kindergarten",0,0,-41.2801344,173.2808019,"Nelson"
"8 Hodgson Pl, Atawhai, Nelson 7010, New Zealand","58ad9cc223013e7904afa21edcf16bf7c51ab6b2","Atawhai Kids Preschool",5,7,-41.2422958,173.3230615,"Nelson"
"8 Tasman St, The Wood, Nelson 7010, New Zealand","cc5100ddc38cb4bbb75ac43ccb462f4bb65ceffd","Busy Bees",0,0,-41.267053,173.2916802,"Nelson"
"625 Main Rd, Stoke, Nelson 7011, New Zealand","92c23b7fbff760e1ace444cf0d441ba2d4528807","Elimkids Preschool",5,1,-41.317091,173.228786,"Nelson"
